gene,k,pooled_effect,se_hk,ci_low,ci_high,p_hk,tau2,I2_percent,prediction_low,prediction_high,max_weight,studies,BH_q,loo_direction_stable,conserved
HAUS3,5,0.332988079802711,0.39862819040890096,-0.7737812082519362,1.439757367857358,0.4505195966962196,0.047997410164835864,0.0,-0.9299186345350163,1.5958947941404382,0.30796621138330355,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574,0.9999922887196132,False,False
NANP,7,0.2832816053151147,0.35108017892947085,-0.5757806452095072,1.1423438558397367,0.45052435214145947,0.0,0.0,-0.5757806452095072,1.1423438558397367,0.3606785217891149,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
BLCAP,6,-0.2707976898394176,0.3310483831457645,-1.121784650270691,0.5801892705918557,0.45056528567671567,0.0,0.0,-1.121784650270691,0.5801892705918557,0.32875760600916304,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
PRKCI,7,0.27947596298032784,0.346400588440945,-0.568135742119415,1.1270876680800708,0.45057018961128853,0.0,0.0,-0.568135742119415,1.1270876680800708,0.3475653684734756,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
SLC16A7,7,0.2778374720784369,0.34458116374996334,-0.565322261182677,1.1209972053395507,0.4508344873671002,0.0,0.0,-0.565322261182677,1.1209972053395507,0.348152536294007,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
PYCARD,7,-0.3049940281772485,0.37827596182870166,-1.2306019621791644,0.6206139058246672,0.45085103809787413,0.0364331399531643,0.0,-1.3417625721664754,0.7317745158119784,0.36078742591361207,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
SF3A1,7,0.2807427588853731,0.3482684799251187,-0.5714395120236471,1.1329250297943934,0.45093847757958033,0.0,0.0,-0.5714395120236471,1.1329250297943934,0.36379032201101685,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
HNRNPLL,6,0.3020011639635648,0.3695663795817898,-0.6479994584512594,1.252001786378389,0.45099426175704677,0.0,0.0,-0.6479994584512594,1.252001786378389,0.3978867262801447,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
HARS2,7,-0.2631545517263686,0.3265092022861602,-1.0620937883082673,0.5357846848555301,0.45101672609521787,0.0,0.0,-1.0620937883082673,0.5357846848555301,0.3178200635572774,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
CCDC120,6,-0.2862220981719268,0.3503526563805768,-1.186832272730769,0.6143880763869153,0.4511103949980068,0.0,0.0,-1.186832272730769,0.6143880763869153,0.35245600498519886,GSE193021;GSE181512;GSE226411;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
MRGBP,5,-0.3436726308408115,0.4120686296414482,-1.4877585606143728,0.8004132989327497,0.4511808039344073,0.0,0.0,-1.4877585606143728,0.8004132989327497,0.49827776847868704,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999922887196132,False,False
VPS26B,7,0.2750098642671063,0.34152072653497895,-0.5606612489029772,1.1106809774371897,0.45139758582572764,0.0,0.0,-0.5606612489029772,1.1106809774371897,0.34964429339585634,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
B4GALT4,7,-0.26080300897762226,0.3241584024401842,-1.0539900455567324,0.532384027601488,0.4517700532538137,0.0,0.0,-1.0539900455567324,0.532384027601488,0.3149899246864066,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
GOLM1,7,-0.2673416257615758,0.33230446506033984,-1.0804613595061139,0.5457781079829624,0.4517947291267357,0.0,0.0,-1.0804613595061139,0.5457781079829624,0.3100534294588812,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
PLSCR1,7,0.26271778750703223,0.32656635760917585,-0.5363613031121095,1.061796878126174,0.45180698673269265,0.0,0.0,-0.5363613031121095,1.061796878126174,0.2856897875253833,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
SIX4,7,0.36926684669489596,0.4590453221310056,-0.7539765922401261,1.4925102856299182,0.4518399616655634,0.3004545862927584,31.89513685944152,-1.3801933229238736,2.118727016313666,0.26850554081164063,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
DDX41,7,-0.25605441752957914,0.3183304079285863,-1.0349808652698527,0.5228720302106943,0.45187028147432073,0.0,0.0,-1.0349808652698527,0.5228720302106943,0.30189934485506,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
SNRPF,7,-0.30930891527514703,0.3845881518196007,-1.2503622217724724,0.6317443912221784,0.45192735306418397,0.0,0.0,-1.2503622217724724,0.6317443912221784,0.4094596054533633,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
RBBP6,7,-0.4016989065099145,0.4994871645244807,-1.6238999688796685,0.8205021558598393,0.45194738395972317,0.0,8.496321163702698,-1.6238999688796685,0.8205021558598393,0.3374548248605684,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
HNMT,5,-0.34801536405735534,0.4181801023572099,-1.509069462338143,0.8130387342234324,0.4520876654464518,0.0024021391194911533,0.0,-1.5170165884646647,0.820985860349954,0.257284934837068,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999922887196132,False,False
CPNE8,7,-0.2564321948740424,0.3190216477881283,-1.037050045618613,0.5241856558705282,0.45216918748343254,0.0,0.0,-1.037050045618613,0.5241856558705282,0.2279499672917148,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
STK11IP,7,-0.297041344990692,0.3695581487229907,-1.2013175587881766,0.6072348688067926,0.4521872889424662,0.0,9.981182980130795,-1.2013175587881766,0.6072348688067926,0.35622251008205175,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
ECE2,4,-0.3604333471646481,0.4183301467171131,-1.6917465769733162,0.9708798826440199,0.45227101596049146,0.0,0.0,-1.6917465769733162,0.9708798826440199,0.428139495034934,GSE193021;GSE181512;GSE55867;GSE310514,0.9999922887196132,False,False
ZNF575,7,0.2613223396029923,0.3253256973446192,-0.5347209647115609,1.0573656439175456,0.45246057662426414,0.0,0.0,-0.5347209647115609,1.0573656439175456,0.2903401236204627,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
GOT1,7,-0.4272555226478711,0.5319062363314744,-1.7287831960252777,0.8742721507295355,0.45246608786590614,0.6549837995802483,31.205065422437734,-2.7969832747960073,1.9424722295002652,0.2857681827235428,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
C1QTNF2,5,0.6014221511261639,0.723389658645073,-1.4070295257696515,2.6098738280219793,0.4525001886709332,0.812559537989765,22.96291324199974,-2.6075672733368673,3.810411575589195,0.45523286339577657,GSE193021;GSE181512;GSE288678;GSE55867;GSE310514,0.9999922887196132,False,False
RAPGEF3,6,-0.32302352510015286,0.39677778311586165,-1.3429732871618318,0.6969262369615262,0.4525914020023565,0.0,0.0,-1.3429732871618318,0.6969262369615262,0.46968327849469604,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
SLC47A1,5,-0.38012812312533645,0.45743706841840437,-1.6501770326716434,0.8899207864209706,0.4527011217052025,0.0,16.98934854878654,-1.6501770326716434,0.8899207864209706,0.48902180653213034,GSE193021;GSE181512;GSE288678;GSE55867;GSE310514,0.9999922887196132,False,False
CAMLG,7,0.2892659889488885,0.3605585950502447,-0.5929891103117386,1.1715210882095155,0.45299188457729733,0.0,0.0,-0.5929891103117386,1.1715210882095155,0.329857036878061,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
SHF,6,-0.27270359880271455,0.335341965529995,-1.1347275641206989,0.5893203665152698,0.4530653351923189,0.0,0.0,-1.1347275641206989,0.5893203665152698,0.337256536309675,GSE193021;GSE181512;GSE226411;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
ZBTB10,7,-0.2868346781894718,0.35779569099121006,-1.1623291947644705,0.5886598383855268,0.453313519036408,0.0,0.0,-1.1623291947644705,0.5886598383855268,0.3724156120944139,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
OAZ2,7,0.27092333140199953,0.33798513328301066,-0.5560964967390145,1.0979431595430136,0.45336076305436307,0.0,0.0,-0.5560964967390145,1.0979431595430136,0.3354592668397429,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
COX7A2L,7,0.4445883548180112,0.5547500972448727,-0.9128362325542974,1.8020129421903197,0.4534479556680103,0.7879629681070193,36.72504905863872,-2.116745934377331,3.005922644013353,0.24715430886449755,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
PHF13,7,0.28146431182010684,0.351217389923637,-0.5779336819122476,1.1408623055524614,0.453461185999304,0.0,0.0,-0.5779336819122476,1.1408623055524614,0.35821364526697785,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
DLK1,5,0.44037662124077526,0.5309597201876552,-1.03380389493143,1.9145571374129808,0.4535065817592162,0.25456633657459676,26.66301091994882,-1.5932335499745696,2.4739867924561203,0.3166808635933642,GSE193021;GSE181512;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
MAN2B2,5,0.7062224120960736,0.8514977802919751,-1.6579144320823667,3.070359256274514,0.45351111253262577,1.8416615266124028,53.772747128130526,-3.741907801560543,5.15435262575269,0.3182888555354862,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999922887196132,False,False
ABHD16A,6,-0.289085630715578,0.3559132234256316,-1.2039896979162759,0.6258184364851198,0.4535750801434621,0.0,0.0,-1.2039896979162759,0.6258184364851198,0.3330129756004626,GSE193021;GSE181512;GSE226411;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
ABL1,6,0.30504862952682765,0.3756040737716766,-0.6604723799016465,1.2705696389553018,0.4536177612631841,0.0,0.0,-0.6604723799016465,1.2705696389553018,0.42105693766672353,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574,0.9999922887196132,False,False
BUD13,7,-0.29932535828627566,0.37373212792595945,-1.2138149312619373,0.6151642146893859,0.4537226349305451,0.0,0.0,-1.2138149312619373,0.6151642146893859,0.4183526697099767,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
FAM210B,5,0.2958003932451117,0.3568349631524499,-0.6949322935629427,1.2865330800531662,0.4537293996671884,0.0,0.0,-0.6949322935629427,1.2865330800531662,0.3769799710496683,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999922887196132,False,False
TMTC3,7,0.39772624389492456,0.496722462753804,-0.8177098369472788,1.6131623247371278,0.4538340549608058,0.6610011521850339,36.46876721847499,-1.9335713268986183,2.7290238146884676,0.1781011426531894,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
LANCL2,7,0.2725878550295204,0.34063338000905685,-0.5609119994102121,1.1060877094692527,0.45408247643231514,0.0,0.0,-0.5609119994102121,1.1060877094692527,0.3332228204701617,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
DENND5B,5,0.4763288520686346,0.5751964427931583,-1.1206724960516123,2.073330200188882,0.4541537423388663,0.4234162906157838,8.95545015193898,-1.9349737426010811,2.88763144673835,0.42809691297680397,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999922887196132,False,False
TMEM116,5,0.3417920622578978,0.41280954479128174,-0.8043509777567857,1.4879351022725813,0.45422928139957713,0.0,0.0,-0.8043509777567857,1.4879351022725813,0.5060483708775313,GSE193021;GSE226411;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
TTC19,7,0.4042420283230838,0.5053848734125782,-0.8323902078195589,1.6408742644657266,0.45428034201245115,0.6347787009639839,36.809357275974385,-1.9044197197884123,2.71290377643458,0.2499642399725095,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
TPPP3,5,0.3670295450368608,0.4433715098307633,-0.8639671132169173,1.598026203290639,0.45430534159417574,0.0,0.0,-0.8639671132169173,1.598026203290639,0.3774983310185894,GSE193021;GSE181512;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
PCDH18,7,0.2897455214441785,0.3623528792171647,-0.596900033008807,1.1763910758971639,0.4544130547237683,0.0,0.0,-0.596900033008807,1.1763910758971639,0.376277660306307,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
SLC16A2,7,0.43236898483500735,0.540720751132729,-0.890727029271682,1.7554649989416968,0.4544165342346697,0.6955888750495661,48.1004962468525,-1.9997774574841058,2.8645154271541204,0.21827297544161073,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
COX6B1,7,0.41034849019906,0.513217448594364,-0.8454493669808785,1.6661463473789984,0.45444626666600996,0.41057616302291505,34.190899946284524,-1.5984578177016053,2.4191547980997252,0.24038401075832525,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
HMG20B,7,-0.27426043569448133,0.3431031925201512,-1.1138037036377166,0.565282832248754,0.45455801660498435,0.0,0.0,-1.1138037036377166,0.565282832248754,0.35292880576826074,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
ANKRD23,5,-0.32858633862978176,0.39722968196349956,-1.4314727447566165,0.7743000674970528,0.4546186256977535,0.0,0.0,-1.4314727447566165,0.7743000674970528,0.4670772578611236,GSE193021;GSE226411;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
NDUFAF7,7,-0.2657059355665085,0.3325247045224646,-1.0793645758610095,0.5479527047279924,0.4547172470666274,0.0,0.0,-1.0793645758610095,0.5479527047279924,0.3314900687168534,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
C3AR1,6,0.37300048747720926,0.46051359944127523,-0.8107874063100304,1.556788381264449,0.4547645025219945,0.0,35.02552563122047,-0.8107874063100304,1.556788381264449,0.41244852060095377,GSE193021;GSE181512;GSE226411;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
CALHM2,7,0.37526106530327435,0.46987967296262184,-0.7744930750810919,1.5250152056876407,0.4549450822935928,0.3745034844600455,22.815055314063784,-1.512655341753209,2.2631774723597577,0.2221694127579591,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
SUMF2,7,0.30864659087263485,0.38648623873198834,-0.6370511669851151,1.2543443487303847,0.4549642569274688,0.0,12.018521191098143,-0.6370511669851151,1.2543443487303847,0.3647352991431496,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
TK2,7,0.3027691679101118,0.3792733054617807,-0.6252791780472491,1.2308175138674726,0.4551303719201098,0.0,11.573790795119535,-0.6252791780472491,1.2308175138674726,0.37705957128106365,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
NUDT8,7,-0.24715389672427007,0.30961552074939136,-1.00475578374438,0.5104479902958399,0.45514483183868,0.0,0.0,-1.00475578374438,0.5104479902958399,0.28149658136721356,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
NUDT18,7,-0.28494677120150835,0.356976714011866,-1.158437323299935,0.5885437808969184,0.45516547214941644,0.0,0.0,-1.158437323299935,0.5885437808969184,0.33165802619975526,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
PBX1,6,0.32237337579385633,0.3983945975895124,-0.7017325401853833,1.3464792917730959,0.45517646294900527,0.0,0.0,-0.7017325401853833,1.3464792917730959,0.4712202686734673,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574,0.9999922887196132,False,False
ADAM22,5,0.4043142386926946,0.4894528983351313,-0.954624865114754,1.763253342500143,0.45519575368971393,0.19556731714863343,33.16942552771541,-1.4271537471200073,2.2357822245053964,0.35355657710708427,GSE193021;GSE181512;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
DAZAP2,7,0.28404190531564083,0.3560387070059282,-0.5871534263234999,1.1552372369547814,0.4554012920312333,0.0,0.0,-0.5871534263234999,1.1552372369547814,0.26133557949492286,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
TIMELESS,7,0.28671747246277507,0.3594295056900162,-0.5927748446613073,1.1662097895868573,0.45544552436501673,0.0,0.0,-0.5927748446613073,1.1662097895868573,0.38487845470892534,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
STON1,5,0.32577905260032636,0.3948116235251143,-0.7703937470111712,1.421951852211824,0.45565264709302644,0.0,0.0,-0.7703937470111712,1.421951852211824,0.42681661086271316,GSE181512;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
BNIP1,7,-0.27879860477013985,0.3497091919486311,-1.1345061710035795,0.5769089614632998,0.45569930657042185,0.0,0.0,-1.1345061710035795,0.5769089614632998,0.35891958641159705,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
APOLD1,6,-0.28712673090702034,0.3553005726213869,-1.2004559290787389,0.6262024672646982,0.4557318002318713,0.0,0.0,-1.2004559290787389,0.6262024672646982,0.3766000256545995,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
RSPO3,4,1.010423687469643,1.1828238759365335,-2.753849786305933,4.774697161245219,0.45575640670584294,2.4711899442966008,54.61892227201661,-5.250397247471807,7.271244622411094,0.39692516869393185,GSE193021;GSE226411;GSE55867;GSE310514,0.9999922887196132,False,False
FANCE,7,-0.2634220262565907,0.3304679637662711,-1.0720480032200288,0.5452039507068475,0.45575939127204806,0.0,0.0,-1.0720480032200288,0.5452039507068475,0.3133217348741126,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
ELP2,7,0.24811246742798804,0.3113474922921483,-0.5137274012859396,1.0099523361419158,0.4558774312057533,0.0,0.0,-0.5137274012859396,1.0099523361419158,0.2883245434996054,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
PTPRF,7,-0.5837362019154528,0.7325648956147804,-2.3762579267280435,1.2087855228971378,0.45590971939678615,1.5750142983503956,51.598254357575065,-4.1394835881908385,2.972011184359933,0.24275026905050479,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
STARD13,6,0.2794281835065465,0.3460858751661281,-0.6102138807657995,1.1690702477788926,0.45611432623854287,0.0,0.0,-0.6102138807657995,1.1690702477788926,0.35870183014205675,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
DYNC2LI1,7,-0.323331767822734,0.4060463378863018,-1.3168913641107443,0.6702278284652764,0.4562037586238549,0.12166781326284386,13.675295258323713,-1.6331530579352092,0.9864895222897413,0.3462447063057289,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
NCAM1,5,-0.33132537379793936,0.40208926254702465,-1.4477041386492164,0.7850533910533377,0.4562306618147589,0.0,0.0,-1.4477041386492164,0.7850533910533377,0.4805848826699039,GSE193021;GSE181512;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
MYO10,7,0.31984835396569544,0.4017633627211918,-0.6632311796326475,1.3029278875640384,0.45630150074473336,0.12496990460442761,20.137926839079974,-0.9896123662514563,1.629309074182847,0.29238312597721755,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
MXI1,7,0.2704315713898669,0.3397480113686626,-0.5609018640310528,1.1017650068107865,0.456373893641056,0.0,0.0,-0.5609018640310528,1.1017650068107865,0.32819011615625704,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
TMEM26,6,0.47499921868949474,0.5886998836649452,-1.038302008900825,1.9883004462798144,0.4563951403431185,0.7885027685737853,41.69107900699642,-2.263690419189394,3.2136888565683837,0.21871217228730558,GSE193021;GSE181512;GSE226411;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
DDOST,6,0.35759377541912196,0.44329638061393395,-0.7819358483903788,1.4971233992286228,0.45649594653867404,0.12082121777043042,27.787838562635613,-1.0904743161692876,1.8056618670075313,0.32105053856327187,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
EIF4H,7,0.25837706028627555,0.32476642478522527,-0.5362977533746767,1.0530518739472277,0.4565887539085789,0.0,0.0,-0.5362977533746767,1.0530518739472277,0.311476257708474,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
NANOS1,5,0.501244678076735,0.608881341967981,-1.1892809434765297,2.19177029963,0.4566297667531825,0.7698484365987536,38.27042024049134,-2.4639479030858884,3.4664372592393584,0.30608119473504414,GSE193021;GSE181512;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
GPRIN3,4,-0.5005321096037699,0.5874930862009881,-2.3701973111638273,1.3691330919562872,0.45683587424282046,0.288885049849339,34.48946114652397,-3.0345931766144045,2.033528957406865,0.39330352322648676,GSE193021;GSE181512;GSE55867;GSE310514,0.9999922887196132,False,False
DCSTAMP,5,0.4431882295166982,0.5386244762622416,-1.0522730611413276,1.938649520174724,0.4568364113042171,0.49378339573479296,32.45802021458676,-2.015023838735608,2.9014002977690043,0.35062287746361126,GSE193021;GSE226411;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
U2SURP,7,-0.2776738081244215,0.34925577325998586,-1.1322718987950846,0.5769242825462415,0.4568764804513435,0.0,0.0,-1.1322718987950846,0.5769242825462415,0.3606271937536832,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
PPRC1,7,-0.27877505217877524,0.3507845116520778,-1.1371138309383484,0.5795637265807978,0.45705196981563667,0.0,0.0,-1.1371138309383484,0.5795637265807978,0.35884770155898393,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
OLFML2B,7,-0.6137709091404311,0.7724700039085352,-2.503936916358234,1.2763950980773717,0.4571396136558248,1.597389066185918,52.996470834658616,-4.238256949922928,3.010715131642066,0.21742412864042648,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
LCMT2,7,0.28425232933091127,0.35785336655059097,-0.591383314253858,1.1598879729156806,0.4572636893396749,0.07052997721088222,0.0,-0.8061729943433315,1.374677653005154,0.21252586292186454,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
FCHSD1,7,-0.256325314155662,0.322822977429191,-1.0462446834490575,0.5335940551377336,0.45743324538867763,0.0,0.0,-1.0462446834490575,0.5335940551377336,0.3125646727498224,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
ALDH1B1,5,-0.774394633787191,0.942533311099602,-3.39128663187555,1.842497364301168,0.4574480844019264,2.6109362791581594,59.22141912512638,-5.968132300194619,4.419343032620238,0.3014900756732592,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999922887196132,False,False
ACAP3,7,-0.2622752058351737,0.3303394977614021,-1.0705868378088288,0.5460364261384814,0.45746316276306065,0.0,0.0,-1.0705868378088288,0.5460364261384814,0.3198012278451364,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
MFAP2,6,-0.6451398606729167,0.8016328900001733,-2.7058028065560062,1.4155230852101726,0.4574895564449536,2.312167403438406,63.22983343840978,-5.0638367151094545,3.7735569937636213,0.21555567017190005,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574,0.9999922887196132,False,False
ARMCX3,7,0.2764811263887518,0.3483818166169214,-0.5759784694146101,1.1289407221921137,0.45764734573188226,0.0,0.0,-0.5759784694146101,1.1289407221921137,0.36373937874664486,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
ASB7,7,0.2895360504954129,0.3649097339090254,-0.6033659020047422,1.1824380029955681,0.4577388869253053,0.0,0.0,-0.6033659020047422,1.1824380029955681,0.3893808255217038,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
NCKAP1L,4,-0.3423160087905587,0.402751151358326,-1.6240499223796228,0.9394179047985053,0.4578067939403709,0.0,0.0,-1.6240499223796228,0.9394179047985053,0.4705472746632162,GSE193021;GSE181512;GSE55867;GSE310514,0.9999922887196132,False,False
DHRS11,7,0.2652029534743404,0.3343366183477762,-0.552889280232569,1.0832951871812497,0.4578599811960154,0.0,0.0,-0.552889280232569,1.0832951871812497,0.33029838105981274,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
IQSEC2,7,0.2719617564755856,0.34286281799415963,-0.5669933361912876,1.1109168491424588,0.45786684860911503,0.0,0.0,-0.5669933361912876,1.1109168491424588,0.35087342071833505,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
SH3BP1,6,0.3201601278705124,0.3982539068426048,-0.7035841310302846,1.3439043867713094,0.4579494353076458,0.0,0.0,-0.7035841310302846,1.3439043867713094,0.34808981998942795,GSE193021;GSE181512;GSE226411;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
KCTD1,7,0.39275943236405864,0.4953259407300665,-0.8192594821878767,1.604778346915994,0.45801663452899516,0.3866316886958882,36.67307369999331,-1.5524654298027416,2.337984294530859,0.17810728659269676,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
LMO7,7,0.31797381708944783,0.4010328469006205,-0.6633182086900905,1.2992658428689863,0.45804043315803583,0.024845299551352364,24.209765791818995,-0.7363943491780499,1.3723419833569457,0.3251873337891104,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
CCDC71L,7,0.30241707420229563,0.3814481774837536,-0.6309529918803545,1.2357871402849456,0.4580805164605276,0.0,0.0,-0.6309529918803545,1.2357871402849456,0.2373411172215636,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9999922887196132,False,False
