gene,k,pooled_effect,se_hk,p_hk,tau2,I2_percent,prediction_low,prediction_high,max_weight,studies,BH_q
DNAJC1,5,-1.2211908814558678,0.50264578684169,0.07201784307146858,0.0,0.0,-2.6167593159807714,0.1743775530690359,0.3678598849089453,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999227012193477
SERINC3,5,1.0867052700757134,0.4477969775130399,0.07223166226590898,0.0,0.0,-0.1565784562627326,2.3299889964141594,0.3341475772801667,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999227012193477
ARHGEF6,5,0.9132188550547703,0.3793386298771519,0.07376245027518862,0.0,0.0,-0.13999402708008557,1.9664317371896263,0.3993044795543374,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999227012193477
ZCCHC24,5,0.9342831736697405,0.3883289189351711,0.07388169104828426,0.0,0.0,-0.14389075251456596,2.0124570998540467,0.3496688109235616,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999227012193477
PLTP,5,1.2282410507951258,0.513587126792076,0.07504582610254393,0.0,0.0,-0.19770541347933213,2.6541875150695837,0.36128054423549505,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999227012193477
CWF19L2,5,-0.959291091854329,0.4037804550079529,0.0763394836355501,0.0,0.0,-2.0803653597356977,0.16178317602703973,0.3313039302404353,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999227012193477
MEF2D,5,1.0967807387842716,0.46301022701821326,0.07692104465224427,0.0,0.0,-0.18874173967696573,2.382303217245509,0.27048760863870086,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999227012193477
SLC23A2,5,1.306088516188089,0.5524947550689465,0.07732626556305597,0.4479297274640146,24.852407550523886,-1.1034758567217624,3.7156528890979406,0.37689099399269954,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999227012193477
ATP9B,5,0.9590480873427507,0.40588389985881923,0.07742078939080417,0.0,0.0,-0.16786627969885926,2.0859624543843607,0.44303401573624895,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999227012193477
TMEM164,5,1.2010090523103993,0.5086437739024338,0.07756143548435428,0.15308444572652957,0.0,-0.5806877875422531,2.982705892163052,0.49460740103068357,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9999227012193477
