gene,k,pooled_effect,se_hk,ci_low,ci_high,p_hk,tau2,I2_percent,prediction_low,prediction_high,max_weight,studies,BH_q
ZNF844,5,1.2794672928313546,0.4023570723353971,0.16234496880402682,2.3965896168586824,0.03353745349365187,0.0,0.0,0.16234496880402682,2.3965896168586824,0.29111552312068784,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
VHL,7,0.8985698686110385,0.329209018007871,0.09302442094377816,1.704115316278299,0.03420954925177735,0.0,0.0,0.09302442094377816,1.704115316278299,0.17650420195560576,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
DDB1,7,0.8609502977228488,0.31772286012419126,0.08351046590528677,1.6383901295404109,0.03511762755799361,0.0,0.0,0.08351046590528677,1.6383901295404109,0.21061966401348955,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PROS1,7,0.8350157733081442,0.3113728924641603,0.07311375261229935,1.5969177940039891,0.03645237169067927,0.0,0.0,0.07311375261229935,1.5969177940039891,0.24085288205542493,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
GM2A,7,0.9016769653900055,0.3366808512342959,0.07784860045122721,1.725505330328784,0.03662706350130234,0.0,0.0,0.07784860045122721,1.725505330328784,0.1912549839581878,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ZDHHC9,7,0.8338619987488526,0.31148436080801356,0.07168722484140555,1.5960367726562996,0.03667966771321306,0.0,0.0,0.07168722484140555,1.5960367726562996,0.2408951824881612,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
COG6,7,0.831229243666268,0.3112055299294292,0.06973674434009436,1.5927217429924418,0.03697733578242167,0.0,0.0,0.06973674434009436,1.5927217429924418,0.2286831111107303,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
CD99L2,5,1.2678797624064266,0.41383814311552,0.11888087560919725,2.416878649203656,0.037522423740637446,0.03640286555242777,0.0,0.002646464724989972,2.5331130600878633,0.24347863541822862,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
IDH1,7,0.8410185819056472,0.316871247073432,0.0656625721545776,1.6163745916567167,0.037819174795870665,0.0,0.0,0.0656625721545776,1.6163745916567167,0.2587426995914295,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
TGFB3,7,0.8267084120824116,0.3133476580609099,0.059974314044646704,1.5934425101201766,0.03862763714236609,0.0033020572441588175,0.0,0.04718814891063394,1.6062286752541892,0.2906654346158797,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
GLG1,7,1.2898496641501016,0.4907465279988755,0.08903616888140187,2.4906631594188013,0.03914641244820653,0.4434877803664747,39.699979572081965,-0.7343246998030633,3.3140240281032662,0.20213788870657276,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
RNF144B,6,0.9485367953817838,0.34298716670766993,0.06686021478668303,1.8302133759768846,0.039574975289541195,0.0,0.0,0.06686021478668303,1.8302133759768846,0.31290316912685034,GSE193021;GSE181512;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
WDR26,7,0.8379337104229223,0.3206716924524473,0.053278345834311014,1.6225890750115335,0.03995625990291924,0.0,0.0,0.053278345834311014,1.6225890750115335,0.21200110249689477,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
SIAE,7,0.8167370015138706,0.31258744937975264,0.05186306710737265,1.5816109359203687,0.03996861954985887,0.0,0.0,0.05186306710737265,1.5816109359203687,0.23588900838737772,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ARHGEF6,7,0.8011460316684167,0.3121035775031579,0.037456089091194134,1.5648359742456392,0.042510622881454,0.0,0.0,0.037456089091194134,1.5648359742456392,0.27030092595448035,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
RCBTB2,7,0.8078842514549245,0.3151956607975258,0.03662825361998567,1.5791402492898632,0.04272882758502533,0.0,0.0,0.03662825361998567,1.5791402492898632,0.21383180160143095,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PLCL1,6,0.9049559217640141,0.33564997900958954,0.042140182590252984,1.7677716609377752,0.04298242423942973,0.0,0.0,0.042140182590252984,1.7677716609377752,0.22998225569806724,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ZNF436,6,1.137887870958923,0.4226493463972527,0.05143313826658469,2.2243426036512615,0.043181056685374634,0.26969776549107527,25.015705205727368,-0.5833086071939995,2.8590843491118454,0.2924265323481632,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
MBNL2,7,0.7723265764035311,0.3040573608147473,0.028325016798060876,1.5163281360090013,0.04407682871942139,0.0,0.0,0.028325016798060876,1.5163281360090013,0.2652055936745468,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
HOXC10,7,1.0001351534804448,0.3938021730686442,0.03653594919213332,1.9637343577687563,0.04409938878882739,0.16239028646797962,24.18803830821292,-0.3785654635289979,2.3788357704898875,0.20016072803715615,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PLPP3,6,1.4028804558517067,0.5268535267873751,0.048560349851149986,2.7572005618522635,0.04473584622621246,0.6559465492336558,42.37371903327176,-1.080787442928302,3.8865483546317154,0.25600894791531015,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PPM1G,7,-0.7920945904399945,0.3134055291503992,-1.5589702939324694,-0.025218886947519503,0.0448380509492722,0.0,0.0,-1.5589702939324694,-0.025218886947519503,0.240844797341835,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ZFX,7,0.7804992134688777,0.3096135693353053,0.022902101387021534,1.5380963255507338,0.04523318537939578,0.0,0.0,0.022902101387021534,1.5380963255507338,0.25665587357742015,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ACOX1,7,0.7731400308791514,0.30720050215991884,0.02144748146635722,1.5248325802919456,0.04548774231362281,0.0,0.0,0.02144748146635722,1.5248325802919456,0.24659884516702726,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
CYP1B1,7,0.771114324579991,0.30708695675616815,0.019699610761277464,1.5225290383987045,0.045837392360074274,0.0,0.0,0.019699610761277464,1.5225290383987045,0.2818299383056987,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ACTR5,7,-0.8064304179340697,0.32152481449684905,-1.5931732969636005,-0.01968753890453878,0.04601858062958751,0.0,0.0,-1.5931732969636005,-0.01968753890453878,0.2035636920500553,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PDIA4,7,0.9673819230407935,0.3868661962107607,0.020754442725304467,1.9140094033562827,0.046493030319903435,0.09447172778940702,24.20322675489069,-0.24164309488696156,2.1764069409685485,0.2483067672000182,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
