gene,k,pooled_effect,se_hk,ci_low,ci_high,p_hk,tau2,I2_percent,prediction_low,prediction_high,max_weight,studies,BH_q
FAM13C,6,0.7450334156983192,0.6631259153030269,-0.9595860169193471,2.4496528483159854,0.31224745889454536,1.420200028791488,59.41843018711598,-2.7607124908331717,4.2507793222298105,0.22388694474655635,GSE193021;GSE181512;GSE226411;GSE55867;GSE255574;GSE310514,0.9998522961638839
PSMD9,6,-0.5024279684266227,0.44739713727043123,-1.6524989228096802,0.6476429859564347,0.31244655359285756,0.14145167702918673,38.86584729170557,-2.004879451826976,1.0000235149737309,0.2792657144963253,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
IFITM3,7,0.6194771751911426,0.5620031131735579,-0.755694902813609,1.9946492531958944,0.31258518465895735,1.049246853392023,54.85578173019269,-2.239427398002189,3.4783817483844746,0.160812819324563,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
VPS26C,5,0.3935461062267323,0.34100604695706066,-0.5532384636900476,1.3403306761435123,0.3127291003189866,0.0,0.0,-0.5532384636900476,1.3403306761435123,0.29338295564746925,GSE181512;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
AHCYL1,7,0.5262701460311451,0.4776771094836562,-0.642563634185091,1.695103926247381,0.3128014903318666,0.7679353974696841,49.90156411198101,-1.9158788273972633,2.9684191194595537,0.1621326209369112,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PXMP4,7,0.3292950988420191,0.2989099559768042,-0.402111214862847,1.0607014125468852,0.312831467039749,0.0,0.0,-0.402111214862847,1.0607014125468852,0.19739209539625177,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
BNC2,7,0.40657170773573614,0.3690733971264544,-0.4965183616353225,1.3096617771067947,0.31285233077625596,0.01869875193920337,29.682319092739156,-0.5565109273695679,1.3696543428410402,0.2772676662537271,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
SYNRG,5,1.511132664629367,1.3098166743916022,-2.125501429691649,5.147766758950382,0.31286654015067716,5.3713135032120265,76.88381262550908,-5.880123624136218,8.90238895339495,0.24665092468387936,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
CPNE2,7,-0.40954749642866545,0.3719091980513351,-1.3195765206903025,0.5004815278329715,0.31301237727930087,0.0,30.333070515269984,-1.3195765206903025,0.5004815278329715,0.25623569112673084,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
SNRPE,7,-0.5501509518726958,0.4996188162650231,-1.7726741544466065,0.672372250701215,0.31303711377408816,0.5837766627222271,48.66391126837466,-2.783949129610253,1.6836472258648616,0.21310739021952632,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PWP2,7,0.3257666712297463,0.29597226678398814,-0.3984513759742377,1.0499847184337303,0.31322814990051817,0.0,0.0,-0.3984513759742377,1.0499847184337303,0.20469101412076265,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
RIDA,6,0.35773764874959,0.3191323597185169,-0.4626181983065838,1.1780934958057638,0.31323334190783164,0.0,0.0,-0.4626181983065838,1.1780934958057638,0.2538906762480702,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
UNC50,7,0.4837657303642826,0.4395456442619337,-0.591763715699398,1.5592951764279632,0.3132531319485654,0.4518824633631141,41.85119725992105,-1.481521661242873,2.4490531219714384,0.21369723220515052,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PPFIA4,6,-0.3649787394609429,0.32563719364620247,-1.2020557944554562,0.47209831553357035,0.313293594185538,0.0,0.0,-1.2020557944554562,0.47209831553357035,0.31680801929713065,GSE193021;GSE181512;GSE226411;GSE55867;GSE255574;GSE310514,0.9998522961638839
CTTNBP2NL,6,0.47488173455855104,0.42379029166198307,-0.6145058913067587,1.5642693604238607,0.3133927177109492,0.0,37.576858667755,-0.6145058913067587,1.5642693604238607,0.2993349551808084,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
RAB15,7,-0.3838376248765669,0.3489382728563122,-1.2376588200467376,0.4699835702936037,0.31348977793397387,0.04905976180884636,21.04499423064873,-1.3951486317356285,0.6274733819824947,0.24190990364725817,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
CINP,7,-0.35176495296972876,0.31981175117568994,-1.1343161170569536,0.43078621111749615,0.31353135013884725,0.0,10.748681921885275,-1.1343161170569536,0.43078621111749615,0.26217922424257,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
CFLAR,6,0.5277003469131705,0.4711769039751865,-0.6834984438168001,1.738899137643141,0.3136238634672662,0.2926383562543205,40.89538618408288,-1.3164050902888504,2.3718057841151916,0.2679168163071122,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
TIRAP,7,-0.32853968468526357,0.2987971058445755,-1.059669864064176,0.4025904946936489,0.3136808846115048,0.0,0.0,-1.059669864064176,0.4025904946936489,0.24317437249085155,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ZNF589,4,0.46798989858975415,0.38762419564271616,-0.765603290671977,1.7015830878514853,0.3138122335160495,0.0,0.0,-0.765603290671977,1.7015830878514853,0.4467034122456562,GSE193021;GSE226411;GSE55867;GSE255574,0.9998522961638839
PRAG1,6,-0.4677809716509117,0.4179711108868706,-1.5422099171174333,0.6066479738156098,0.31393109347290116,0.2736223282891782,32.25034721817824,-2.188961982515853,1.2534000392140294,0.22676542315517137,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ASMTL-AS1,4,-0.46089104842601714,0.3818710300433107,-1.6761750970822349,0.7543930002302006,0.3139455639942062,0.0,0.0,-1.6761750970822349,0.7543930002302006,0.3024014517315002,GSE193021;GSE288678;GSE55867;GSE255574,0.9998522961638839
ASAP3,7,0.7750090759477891,0.705349857104787,-0.9509198486053317,2.50093800050091,0.31399613032583834,2.106314138730019,66.44128149328196,-3.1734246338573153,4.723442785752893,0.17998417277427975,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
SLC16A13,7,0.32025258544238067,0.29151314165360226,-0.39305437563432377,1.033559546519085,0.31406514856675055,0.0,0.0,-0.39305437563432377,1.033559546519085,0.25476239478177376,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ANGPT2,4,0.7154147812471324,0.5929531152073236,-1.1716266694508795,2.602456231945144,0.31407887679807883,0.25338782027379025,42.998894488611334,-1.7599090928295276,3.190738655323792,0.41629312567155674,GSE193021;GSE226411;GSE55867;GSE255574,0.9998522961638839
CENPQ,5,-0.7088916321649557,0.6163879883329076,-2.4202590452745714,1.0024757809446603,0.3141946631513611,1.0220211347551222,55.94219401792226,-3.996319047104146,2.5785357827742343,0.22309837597510357,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
TRIM8,7,0.6744006025039705,0.6140641229853131,-0.8281601773917401,2.176961382399681,0.3141979736419047,1.5955703348847121,63.05577893508358,-2.7623087234646664,4.111109928472607,0.18317938014992785,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
FAM149B1,7,0.5122819339308279,0.4665484944973215,-0.6293211063885161,1.6538849742501718,0.3142917509910038,0.38355175407364145,42.68472719755218,-1.3850126360391224,2.409576503900778,0.19064899905032523,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
SCAF1,7,-0.40484519893276144,0.36870857331904205,-1.3070425766058829,0.4973521787403599,0.31429836890264756,0.22841179789457508,26.46923294976713,-1.8818515605410562,1.0721611626755332,0.20057349054469192,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
HAVCR2,5,0.5126556250652328,0.44589781963378106,-0.7253551936753473,1.7506664438058128,0.314326233534981,0.0,30.136827784774624,-0.7253551936753473,1.7506664438058128,0.333913491830058,GSE193021;GSE181512;GSE55867;GSE255574;GSE310514,0.9998522961638839
SLC35G2,5,0.39146117408030034,0.3405422166817108,-0.5540355965388419,1.3369579446994426,0.3143968753312249,0.0,0.0,-0.5540355965388419,1.3369579446994426,0.347607637893942,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
RGMB,6,0.3544524719592221,0.3170689779997187,-0.4605992835306251,1.1695042274490692,0.3144234236352622,0.0,0.0,-0.4605992835306251,1.1695042274490692,0.2899940499619724,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
LCMT2,7,0.3590434407668329,0.3271165998549848,-0.4413820441245794,1.159468925658245,0.31446287853629323,0.060130691049403454,5.066435332352781,-0.6413095519126245,1.3593964334462902,0.18231330088383915,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ERMAP,5,1.118336365661739,0.9735080619649937,-1.584555327851558,3.821228059175036,0.3146738981952182,2.638173683018875,72.48211815743663,-4.139265204229352,6.37593793555283,0.24429641334737842,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
RHOJ,7,0.40827015547847184,0.37240767368911515,-0.5029785947287562,1.3195189056857,0.31498846307328043,0.10953310285580678,25.04657689815707,-0.810823906539839,1.6273642174967826,0.1781716109363624,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
BLOC1S5,6,0.37917882691279203,0.3396720924302019,-0.49397608396086434,1.2523337377864485,0.3150440057528342,0.0,0.0,-0.49397608396086434,1.2523337377864485,0.20176793057477901,GSE193021;GSE181512;GSE226411;GSE288678;GSE255574;GSE310514,0.9998522961638839
BEX1,5,-0.4423144368163351,0.3853717936343892,-1.5122780669338294,0.6276491933011591,0.31504519483365623,0.0,18.888796602459333,-1.5122780669338294,0.6276491933011591,0.36028173126113994,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
EIF4H,7,0.32786647077568903,0.2991989796476362,-0.40424705837459735,1.0599799999259754,0.3151844010688771,0.0,0.0,-0.40424705837459735,1.0599799999259754,0.26436436598972674,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
KIF13A,7,0.8034546681740103,0.7334713819448301,-0.9912851487824798,2.5981944851305006,0.31534626266324034,2.074741131668372,66.26090011965994,-3.1517127875995152,4.758622123947536,0.1626086586901068,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ASAH1,7,0.32811529224735564,0.29955037753402947,-0.40485807655561373,1.061088661050325,0.3153682992542699,0.0,0.0,-0.40485807655561373,1.061088661050325,0.24464313227009024,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
IP6K1,6,0.35745502383152356,0.3204838904831167,-0.46637504365843424,1.1812850913214814,0.31541341958063374,0.0,0.0,-0.46637504365843424,1.1812850913214814,0.270057959199679,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
PERP,5,0.3966004276977213,0.34590289295102994,-0.5637799663099221,1.3569808217053647,0.31548517159029366,0.0,0.0,-0.5637799663099221,1.3569808217053647,0.31958983838940436,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
NUP214,7,0.6914993008113742,0.6317939301812809,-0.8544447544306656,2.237443356053414,0.3157154347138767,1.3599548117518667,58.87774776298915,-2.553882958449546,3.936881560072295,0.19291211246860274,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
LIX1L,6,0.4952999306821885,0.44442991410937804,-0.647143533740786,1.6377433951051632,0.31576407581941557,0.22686407453306678,32.06182180431277,-1.1792955845893016,2.169895445953679,0.18587804700810237,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PSEN2,7,-0.31559125702709967,0.28846856695058504,-1.021448412181295,0.39026589812709567,0.3159090947561155,0.0,0.0,-1.021448412181295,0.39026589812709567,0.24661326286567076,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
CLSTN1,7,0.4989793897385207,0.45617559763359244,-0.6172420863142603,1.6152008657913015,0.31598653854673703,0.3211941206848026,43.600662392000814,-1.2812062380479798,2.2791650175250213,0.23070307617786134,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ADAMTS5,7,0.9777831858288808,0.8942606103035672,-1.2103936995350595,3.165960071192821,0.3161621226229992,2.9373434319937037,72.16256239157083,-3.7524496172404094,5.708015988898171,0.18235430027201566,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
SLC33A1,7,0.32228666704460707,0.2949057780978355,-0.39932177635411803,1.0438951104433323,0.31638599327418393,0.0,0.0,-0.39932177635411803,1.0438951104433323,0.2602851838528759,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
L2HGDH,7,0.32955812402856893,0.30163251353596776,-0.4085100480332389,1.0676262960903768,0.3164933289265447,0.0,0.0,-0.4085100480332389,1.0676262960903768,0.197823246044556,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ZNF112,6,0.5014446110296755,0.45082710716071095,-0.6574433616501143,1.6603325837094653,0.3166174091967108,0.0,33.33500731065477,-0.6574433616501143,1.6603325837094653,0.26249958261275297,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
CAND2,5,-0.47965325121936686,0.4196089117165816,-1.644674360252243,0.6853678578135091,0.3167664824167532,0.0,25.795615661923886,-1.644674360252243,0.6853678578135091,0.3908633575931431,GSE193021;GSE181512;GSE55867;GSE255574;GSE310514,0.9998522961638839
ZNF180,7,0.3954981201347096,0.36224959351285946,-0.4908947033043575,1.2818909435737766,0.3168171843286236,0.1976891923170049,25.424588309121702,-1.007830808065358,1.7988270483347772,0.23419390546528848,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
CDK16,7,-0.35284855075633037,0.3234157415308666,-1.1442183615550492,0.43852126004238845,0.3171328928936574,0.0,12.621045120076332,-1.1442183615550492,0.43852126004238845,0.26532632033522613,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PEX11B,6,0.40916475153316856,0.36861451803810585,-0.538389032887421,1.3567185359537581,0.3175062671807316,0.09041386889382019,20.368583965938956,-0.8136611406243596,1.6319906436906968,0.2855323199599941,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ZNF827,7,0.5738770752956989,0.5264686525113834,-0.714345309790733,1.8620994603821308,0.31752161523099287,0.7523314405941792,51.03601378849465,-1.9088652258905041,3.056619376481902,0.20604950150017054,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
KRIT1,6,0.3493358218891696,0.31502595347822127,-0.4604641718759566,1.159135815654296,0.31793619542679546,0.0,0.0,-0.4604641718759566,1.159135815654296,0.2934576691285489,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
C16ORF70,4,0.9947013526717768,0.8323827798446508,-1.6543121496266142,3.6437148549701677,0.3179430783061473,1.5605247029379545,60.36474280140224,-3.782558458795694,5.771961164139248,0.3094961977071557,GSE193021;GSE226411;GSE288678;GSE255574,0.9998522961638839
C1S,7,0.7050190719493203,0.647542773121471,-0.8794610137248915,2.289499157623532,0.3180463133500046,1.4419189817259754,60.02196641156807,-2.633227558332395,4.043265702231036,0.18743822858904202,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
E4F1,7,-0.3624031915214823,0.33292404827349403,-1.1770389907730578,0.4522326077300933,0.318133669203854,0.10546065694984734,12.847328265506405,-1.5004120936361132,0.7756057105931486,0.20789431836873465,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
QRICH1,7,0.33257685536234965,0.30563877190512984,-0.41529427778170963,1.0804479885064089,0.3183003775840173,0.0,3.190747507367495,-0.41529427778170963,1.0804479885064089,0.2638410867172915,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PRRX1,7,0.3957732228486423,0.3638530899046816,-0.4945432149148427,1.2860896606121273,0.31846706129536634,0.0,28.445156644827605,-0.4945432149148427,1.2860896606121273,0.27426990521544586,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
SLCO4A1,5,0.5504160019777702,0.48361051348541884,-0.7923020410110124,1.8931340449665528,0.3186052539938431,0.4106058927336887,37.25485801779066,-1.6785092546245624,2.7793412585801027,0.3027883599555843,GSE193021;GSE181512;GSE55867;GSE255574;GSE310514,0.9998522961638839
SLC9A8,7,0.3575730640568266,0.32890128224409926,-0.44721938132303957,1.1623655094366927,0.31869285658902785,0.0,15.110876111430654,-0.44721938132303957,1.1623655094366927,0.2582073693176263,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
SLC7A2,6,-0.5823955590230842,0.5261175108313598,-1.9348236757763697,0.7700325577302015,0.3186995418804812,0.7729486368604612,50.7793607318239,-3.216142344807815,2.0513512267616463,0.19728171833137584,GSE193021;GSE181512;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
TMEM126B,7,0.33232884637754717,0.30573874479466495,-0.41578691161470877,1.080444604369803,0.3187762589409311,0.0,0.0,-0.41578691161470877,1.080444604369803,0.20292894858712082,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ROBO3,4,-0.49966224420247135,0.41913169019551716,-1.8335263430925106,0.8342018546875678,0.3189123238021892,0.0881822154337196,0.0,-2.1343792779787996,1.135054789573857,0.40798405876564964,GSE193021;GSE226411;GSE55867;GSE255574,0.9998522961638839
NUDT8,7,-0.3165807644451431,0.29144306955610877,-1.029716265276056,0.3965547363857698,0.31906913964624894,0.0,0.0,-1.029716265276056,0.3965547363857698,0.24942222148342016,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
FXR2,7,-0.31717938833145665,0.2921401640334832,-1.0320206179004248,0.3976618412375116,0.3192908872976501,0.0,0.0,-1.0320206179004248,0.3976618412375116,0.22980230317692704,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
SCYL3,7,0.5269124500172592,0.4853779142688364,-0.6607645206911882,1.7145894207257064,0.31934731110634046,0.639467755029601,47.61606330934359,-1.7620417880113304,2.815866688045849,0.20789458118413823,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
STK25,7,-0.3218435505220332,0.2965978931062312,-1.047592450188302,0.4039053491442356,0.3195329151614358,0.0,0.0,-1.047592450188302,0.4039053491442356,0.2636806597348395,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
FKBP7,7,0.4732498403564743,0.43616891110209033,-0.5940170373202313,1.5405167180331798,0.3195747771032717,0.0,46.95805227267817,-0.5940170373202313,1.5405167180331798,0.2853274912565381,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
WASL,7,0.375361503157352,0.34596576962703035,-0.4711862386335222,1.2219092449482263,0.31959436058694607,0.12349164603327863,19.814743141332023,-0.8313009166089456,1.5820239229236497,0.23066304109475214,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
CCDC110,4,-0.4703104226487447,0.3952028638699245,-1.728022316609126,0.7874014713116366,0.3196200128276706,0.0,0.0,-1.728022316609126,0.7874014713116366,0.38069416456853294,GSE193021;GSE226411;GSE55867;GSE255574,0.9998522961638839
ULBP2,5,-0.3761450444183586,0.3312954046086412,-1.2959685489185429,0.5436784600818257,0.3196342444215224,0.0,0.0,-1.2959685489185429,0.5436784600818257,0.32922010475671404,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
PCGF2,7,-0.31790856226559894,0.29308326768812015,-1.0350574833439565,0.39924035881275854,0.319702031018219,0.0,0.0,-1.0350574833439565,0.39924035881275854,0.2523844067108071,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ABCA3,6,-0.3430015298045492,0.31062088837778223,-1.1414779432376914,0.45547488362859306,0.31977245833038404,0.0,0.0,-1.1414779432376914,0.45547488362859306,0.27074406697643,GSE193021;GSE181512;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
NOC4L,7,-0.32383729729492244,0.29863276199037286,-1.0545653417493237,0.40689074715947876,0.31982644571292523,0.0,0.0,-1.0545653417493237,0.40689074715947876,0.2637288480171795,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PRICKLE2,6,1.2391478211444542,1.1228035721568184,-1.647110646429431,4.12540628871834,0.3200192864947797,3.475873953789869,69.43264227206552,-4.355374863287226,6.833670505576135,0.2206045737959899,GSE193021;GSE181512;GSE226411;GSE55867;GSE255574;GSE310514,0.9998522961638839
FCHSD1,7,-0.31402123465880954,0.2897469133532919,-1.0230063907756568,0.39496392145803777,0.32008106030394035,0.0,0.0,-1.0230063907756568,0.39496392145803777,0.25179589738440256,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
C2CD2,7,-0.9651047501031766,0.890628952936805,-3.1443952900170884,1.214185789810735,0.3201449733122894,2.934763215602874,68.99143539126385,-5.689598671901534,3.75938917169518,0.1810818054169262,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
CEP57,7,-0.5418789878665647,0.5001118982593015,-1.7656087186158613,0.681850742882732,0.3201884173442642,0.8529905278122691,51.51070912362704,-3.111838294812794,2.0280803190796646,0.15560471959937264,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ZNF334,4,0.5450166985910987,0.4586506568354046,-0.9146143896706804,2.004647786852878,0.3202120076207081,0.0659969047993423,20.467810636049364,-1.127985758614164,2.2180191557963616,0.3925363855030453,GSE193021;GSE226411;GSE55867;GSE255574,0.9998522961638839
TNFSF15,5,-0.3817247927393028,0.33680215734149616,-1.3168374939101568,0.5533879084315513,0.32037989788265203,0.0,0.0,-1.3168374939101568,0.5533879084315513,0.3402949815235707,GSE193021;GSE181512;GSE288678;GSE55867;GSE310514,0.9998522961638839
CHAMP1,7,0.5771373592658126,0.5329497552024834,-0.7269437128039596,1.8812184313355846,0.32043589549542345,0.982771820970242,56.081293017827996,-2.1769239030280234,3.3311986215596487,0.19339891100768428,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PAQR6,6,0.3474904608155424,0.3152005254496564,-0.46275828448836615,1.157739206119451,0.3204841628041907,0.0,0.0,-0.46275828448836615,1.157739206119451,0.22240015632683402,GSE193021;GSE181512;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
PLEKHM3,6,0.6291121495467452,0.5707020330748531,-0.8379241302361874,2.096148429329678,0.3205215886141993,0.5608617115651036,49.746771671366545,-1.7912821339422518,3.0495064330357424,0.2199470582413321,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
ARHGAP32,7,0.5297955839368114,0.4893604130501504,-0.6676262102368036,1.7272173781104263,0.32055179368613945,0.7319249383400279,49.86435912079511,-1.8818698031316892,2.941460971005312,0.202384550871408,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
NFIX,5,1.3176134808389912,1.163392449833204,-1.9124817919244774,4.54770875360246,0.32068598923341285,4.397745004668305,73.11009502092904,-5.340778304326258,7.976005266004241,0.24507911182323852,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
TMEM229B,5,-0.7871874939414805,0.6952578454056352,-2.7175327356683203,1.1431577477853594,0.320812357074206,0.4855744054242244,55.72320641869203,-3.5201995028623934,1.9458245149794324,0.32855344942566866,GSE193021;GSE181512;GSE55867;GSE255574;GSE310514,0.9998522961638839
FER,7,0.5911448339645096,0.5463663971286516,-0.7457655782369721,1.9280552461659912,0.3208272815487956,0.34904120102524144,55.09751176891818,-1.3779084718876204,2.56019813981664,0.23619463905219276,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
STX1B,4,-0.6326897082214392,0.533355502457414,-2.330064956419772,1.0646855399768937,0.32091315900844686,0.29463585506993545,34.12204964535334,-3.054495689230447,1.7891162727875685,0.35884932489263127,GSE193021;GSE226411;GSE55867;GSE255574,0.9998522961638839
SEM1,6,0.4523131743533421,0.4107230849225671,-0.6034841272251203,1.5081104759318047,0.32095158598083257,0.0,31.331596463775906,-0.6034841272251203,1.5081104759318047,0.22024554863387194,GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
FAM193B,7,-0.355263190528025,0.3284569073686427,-1.1589682897587854,0.44844190870273537,0.32096842118000746,0.012450479210287278,14.280820584527355,-1.2040786044744423,0.4935522234183922,0.26318176525789744,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
B4GALT6,6,0.36015702217444384,0.32707312824806173,-0.4806112202247704,1.2009252645736581,0.3209948397526057,0.0,0.0,-0.4806112202247704,1.2009252645736581,0.30107799791199086,GSE193021;GSE181512;GSE226411;GSE55867;GSE255574;GSE310514,0.9998522961638839
SH3RF2,4,0.5678183360981335,0.4790051017760372,-0.9565896802610625,2.0922263524573292,0.3211966890358531,0.12246079189591662,25.205814303406626,-1.3200636389180918,2.4557003111143585,0.39653217361597165,GSE193021;GSE226411;GSE55867;GSE255574,0.9998522961638839
IFI6,5,0.38489646302759634,0.34028147499464745,-0.5598763726107778,1.3296692986659706,0.3212287651253777,0.0,0.0,-0.5598763726107778,1.3296692986659706,0.32987777700356374,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574,0.9998522961638839
SUGP1,7,-0.3790787195724553,0.3507522940064886,-1.2373386645932203,0.47918122544830966,0.32131891158510467,0.03708030307609369,21.60627227854005,-1.358172131630658,0.6000146924857475,0.23844984542720654,GSE193021;GSE181512;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
VAV1,4,-0.46330364978083316,0.39095994508024895,-1.7075126825153928,0.7809053829537265,0.3213230809101031,0.0,0.0,-1.7075126825153928,0.7809053829537265,0.4151420537043809,GSE193021;GSE181512;GSE55867;GSE310514,0.9998522961638839
SLC9A7,6,0.4061390641029563,0.36924083980520284,-0.5430247316753963,1.3553028598813088,0.32147857519120543,0.0,22.57260347832404,-0.5430247316753963,1.3553028598813088,0.3120024952887397,GSE193021;GSE226411;GSE288678;GSE55867;GSE255574;GSE310514,0.9998522961638839
